order_id,customer_id,order_ts,status,order_date,order_month,item_count,total_quantity,gross_revenue,total_cost,gross_margin,net_revenue,net_margin,cost_pct
58,303,2024-02-07 20:39:58,completed,2024-02-07,2024-02,2,7,140.45,70.21000000000001,70.24,140.45,70.24,0.4999
59,881,2024-02-08 09:27:47,completed,2024-02-08,2024-02,1,4,180.92,70.2,110.71999999999998,180.92,110.71999999999998,0.388
60,898,2024-02-08 20:38:17,completed,2024-02-08,2024-02,4,14,472.01000000000005,245.52,226.49000000000004,472.01000000000005,226.49000000000004,0.5202
61,1571,2024-02-09 01:26:13,refunded,2024-02-09,2024-02,2,7,273.19,144.75,128.44,273.19,128.44,0.5299
62,575,2024-02-09 05:01:19,completed,2024-02-09,2024-02,4,13,612.34,321.09,291.25000000000006,612.34,291.25000000000006,0.5244
63,518,2024-02-09 18:06:26,completed,2024-02-09,2024-02,4,15,645.74,294.67,351.07,645.74,351.07,0.4563
64,659,2024-02-09 20:51:58,cancelled,2024-02-09,2024-02,3,13,369.28000000000003,181.7,187.58,369.28000000000003,187.58,0.492
65,518,2024-02-10 06:20:42,completed,2024-02-10,2024-02,3,10,557.53,279.77,277.76,557.53,277.76,0.5018
66,1683,2024-02-10 11:52:27,completed,2024-02-10,2024-02,2,7,363.8,218.56,145.24,363.8,145.24,0.6008
67,310,2024-02-10 17:17:01,completed,2024-02-10,2024-02,1,4,33.24,21.56,11.680000000000003,33.24,11.680000000000003,0.6486
68,1913,2024-02-10 19:02:31,completed,2024-02-10,2024-02,4,15,576.0,311.54,264.46,576.0,264.46,0.5409
69,397,2024-02-10 20:37:40,completed,2024-02-10,2024-02,4,15,404.01000000000005,165.79,238.22000000000003,404.01000000000005,238.22000000000003,0.4104
70,45,2024-02-11 15:55:33,cancelled,2024-02-11,2024-02,3,12,473.68999999999994,230.91,242.77999999999994,473.68999999999994,242.77999999999994,0.4875
71,1624,2024-02-11 19:41:20,refunded,2024-02-11,2024-02,4,10,407.79,189.65,218.14,407.79,218.14,0.4651
72,818,2024-02-11 22:57:17,completed,2024-02-11,2024-02,1,4,50.4,22.72,27.68,50.4,27.68,0.4508
73,801,2024-02-12 00:49:11,completed,2024-02-12,2024-02,3,5,225.01,111.67,113.34,225.01,113.34,0.4963
74,1633,2024-02-12 02:25:49,refunded,2024-02-12,2024-02,1,2,194.3,107.98,86.32000000000001,194.3,86.32000000000001,0.5557
75,870,2024-02-12 06:52:47,completed,2024-02-12,2024-02,3,13,576.03,331.09,244.94000000000003,576.03,244.94000000000003,0.5748
76,1682,2024-02-12 22:36:17,completed,2024-02-12,2024-02,4,12,918.1,461.65999999999997,456.44,918.1,456.44,0.5028
77,381,2024-02-13 01:06:50,completed,2024-02-13,2024-02,2,5,244.81,125.48,119.32999999999998,244.81,119.32999999999998,0.5126
78,1253,2024-02-13 03:53:40,completed,2024-02-13,2024-02,2,10,346.75,186.2,160.55000000000004,346.75,160.55000000000004,0.537
79,1913,2024-02-13 10:40:09,cancelled,2024-02-13,2024-02,3,9,262.16,131.32999999999998,130.83,262.16,130.83,0.501
80,410,2024-02-13 10:40:57,completed,2024-02-13,2024-02,2,6,386.97,188.13,198.84,386.97,198.84,0.4862
81,580,2024-02-13 11:02:14,completed,2024-02-13,2024-02,4,8,268.27,130.92000000000002,137.35,268.27,137.35,0.488
82,1050,2024-02-13 11:42:47,completed,2024-02-13,2024-02,2,6,557.7,336.14,221.56,557.7,221.56,0.6027
83,1642,2024-02-13 12:01:52,completed,2024-02-13,2024-02,2,4,274.61,114.87,159.74,274.61,159.74,0.4183
84,387,2024-02-13 20:31:34,completed,2024-02-13,2024-02,2,6,225.87,104.66,121.21000000000001,225.87,121.21000000000001,0.4634
85,1267,2024-02-14 06:13:15,completed,2024-02-14,2024-02,2,7,628.31,316.03999999999996,312.27,628.31,312.27,0.503
86,881,2024-02-14 08:59:22,completed,2024-02-14,2024-02,2,5,224.64,123.36,101.27999999999999,224.64,101.27999999999999,0.5491
87,431,2024-02-14 13:37:58,cancelled,2024-02-14,2024-02,4,16,1658.6100000000001,853.2099999999999,805.4000000000001,1658.6100000000001,805.4000000000001,0.5144
88,1851,2024-02-14 17:06:33,completed,2024-02-14,2024-02,3,10,538.97,282.55,256.42,538.97,256.42,0.5242
89,454,2024-02-14 18:19:17,completed,2024-02-14,2024-02,2,3,171.82999999999998,96.13,75.69999999999999,171.82999999999998,75.69999999999999,0.5594
90,870,2024-02-15 05:19:10,refunded,2024-02-15,2024-02,1,4,139.64,87.68,51.95999999999998,139.64,51.95999999999998,0.6279
91,376,2024-02-15 11:52:22,completed,2024-02-15,2024-02,4,11,517.03,252.12,264.90999999999997,517.03,264.90999999999997,0.4876
92,7,2024-02-15 21:35:08,completed,2024-02-15,2024-02,1,5,51.349999999999994,28.35,22.999999999999993,51.349999999999994,22.999999999999993,0.5521
93,910,2024-02-16 03:25:48,cancelled,2024-02-16,2024-02,2,9,445.63,179.39,266.24,445.63,266.24,0.4026
94,280,2024-02-16 03:54:06,completed,2024-02-16,2024-02,3,7,294.06,174.49,119.57,294.06,119.57,0.5934
95,127,2024-02-16 04:17:27,completed,2024-02-16,2024-02,1,1,47.33,28.36,18.97,47.33,18.97,0.5992
96,280,2024-02-16 18:28:56,completed,2024-02-16,2024-02,2,7,130.23,75.55000000000001,54.67999999999999,130.23,54.67999999999999,0.5801
97,1489,2024-02-17 09:33:52,cancelled,2024-02-17,2024-02,4,15,581.37,294.99,286.38,581.37,286.38,0.5074
98,1769,2024-02-17 14:49:16,completed,2024-02-17,2024-02,1,5,262.65,105.05000000000001,157.59999999999997,262.65,157.59999999999997,0.4
99,501,2024-02-17 14:52:04,completed,2024-02-17,2024-02,1,2,39.74,18.66,21.080000000000002,39.74,21.080000000000002,0.4696
100,171,2024-02-17 15:13:24,refunded,2024-02-17,2024-02,1,5,244.25,119.35000000000001,124.89999999999999,244.25,124.89999999999999,0.4886
101,460,2024-02-18 01:09:22,refunded,2024-02-18,2024-02,3,10,367.74,190.10999999999999,177.63000000000002,367.74,177.63000000000002,0.517
102,1979,2024-02-18 05:26:34,completed,2024-02-18,2024-02,1,5,239.3,105.05000000000001,134.25,239.3,134.25,0.439
103,870,2024-02-18 13:19:27,completed,2024-02-18,2024-02,1,4,131.16,87.68,43.47999999999999,131.16,43.47999999999999,0.6685
104,1399,2024-02-18 13:59:26,completed,2024-02-18,2024-02,2,8,286.06,156.23,129.83,286.06,129.83,0.5461
105,808,2024-02-18 17:24:42,refunded,2024-02-18,2024-02,3,11,342.07,177.03,165.04000000000002,342.07,165.04000000000002,0.5175
106,818,2024-02-18 20:15:36,completed,2024-02-18,2024-02,4,12,307.9,142.45,165.45000000000002,307.9,165.45000000000002,0.4627
107,1538,2024-02-19 10:19:53,refunded,2024-02-19,2024-02,1,4,155.6,84.28,71.32,155.6,71.32,0.5416
108,1175,2024-02-19 19:22:17,completed,2024-02-19,2024-02,3,10,430.93,266.61,164.32000000000002,430.93,164.32000000000002,0.6187
109,1633,2024-02-20 00:28:49,completed,2024-02-20,2024-02,4,12,661.95,343.84999999999997,318.1,661.95,318.1,0.5195
110,1463,2024-02-20 04:04:25,completed,2024-02-20,2024-02,3,8,238.6,115.12,123.48,238.6,123.48,0.4825
111,773,2024-02-20 05:20:34,completed,2024-02-20,2024-02,4,13,602.4100000000001,338.79999999999995,263.61,602.4100000000001,263.61,0.5624
112,946,2024-02-20 14:18:52,completed,2024-02-20,2024-02,1,2,90.14,48.68,41.46,90.14,41.46,0.54
113,724,2024-02-20 18:57:34,completed,2024-02-20,2024-02,1,4,280.16,134.44,145.72000000000003,280.16,145.72000000000003,0.4799
114,133,2024-02-20 20:06:05,completed,2024-02-20,2024-02,3,7,333.5,174.24999999999997,159.25000000000003,333.5,159.25000000000003,0.5225
115,250,2024-02-21 00:55:02,completed,2024-02-21,2024-02,2,7,193.97,79.58,114.39,193.97,114.39,0.4103
116,844,2024-02-21 05:47:35,refunded,2024-02-21,2024-02,3,7,271.08,174.56,96.52,271.08,96.52,0.6439
117,1730,2024-02-21 06:14:18,refunded,2024-02-21,2024-02,3,11,432.86000000000007,195.47999999999996,237.38000000000005,432.86000000000007,237.38000000000005,0.4516
118,460,2024-02-21 09:34:08,completed,2024-02-21,2024-02,2,6,158.57,86.38,72.19,158.57,72.19,0.5447
119,431,2024-02-21 17:08:33,refunded,2024-02-21,2024-02,4,11,276.94,157.37,119.57000000000001,276.94,119.57000000000001,0.5682
120,1579,2024-02-21 19:45:39,refunded,2024-02-21,2024-02,4,17,796.11,474.08,322.03,796.11,322.03,0.5955
121,583,2024-02-21 23:04:04,completed,2024-02-21,2024-02,2,8,244.74,112.1,132.64,244.74,132.64,0.458
122,1238,2024-02-22 04:07:55,refunded,2024-02-22,2024-02,1,5,176.5,103.0,73.5,176.5,73.5,0.5836
123,1819,2024-02-22 05:59:39,completed,2024-02-22,2024-02,4,7,404.99,200.74,204.25,404.99,204.25,0.4957
124,501,2024-02-22 07:34:44,completed,2024-02-22,2024-02,4,12,359.15,177.81,181.33999999999997,359.15,181.33999999999997,0.4951
125,376,2024-02-22 15:47:12,refunded,2024-02-22,2024-02,4,6,116.24,55.0,61.24,116.24,61.24,0.4732
126,386,2024-02-22 16:19:49,completed,2024-02-22,2024-02,1,4,129.72,62.44,67.28,129.72,67.28,0.4813
127,1027,2024-02-23 00:24:23,refunded,2024-02-23,2024-02,3,7,169.22,92.21000000000001,77.01,169.22,77.01,0.5449
128,1834,2024-02-23 00:36:46,completed,2024-02-23,2024-02,4,12,665.3,389.61,275.69000000000005,665.3,275.69000000000005,0.5856
129,1909,2024-02-23 03:46:31,completed,2024-02-23,2024-02,2,9,254.26,156.24,98.02,254.26,98.02,0.6145
130,818,2024-02-23 04:08:40,cancelled,2024-02-23,2024-02,4,16,770.16,322.2,447.96000000000004,770.16,447.96000000000004,0.4184
131,313,2024-02-23 11:17:56,refunded,2024-02-23,2024-02,3,8,333.99,194.82,139.17,333.99,139.17,0.5833
132,118,2024-02-23 11:45:09,completed,2024-02-23,2024-02,2,10,295.25,150.04999999999998,145.20000000000002,295.25,145.20000000000002,0.5082
133,196,2024-02-23 17:24:09,cancelled,2024-02-23,2024-02,3,9,420.03999999999996,237.98,182.06,420.03999999999996,182.06,0.5666
134,1619,2024-02-24 00:58:46,refunded,2024-02-24,2024-02,3,8,312.0,138.72,173.27999999999997,312.0,173.27999999999997,0.4446
135,18,2024-02-24 06:11:21,completed,2024-02-24,2024-02,3,11,532.13,239.19,292.94,532.13,292.94,0.4495
136,881,2024-02-24 06:58:58,completed,2024-02-24,2024-02,1,3,133.10999999999999,73.02,60.08999999999999,133.10999999999999,60.08999999999999,0.5486
137,887,2024-02-24 16:27:00,refunded,2024-02-24,2024-02,2,2,62.91,32.699999999999996,30.21,62.91,30.21,0.5198
138,397,2024-02-25 01:24:31,cancelled,2024-02-25,2024-02,3,7,160.21,66.0,94.21,160.21,94.21,0.412
139,1836,2024-02-25 10:08:40,completed,2024-02-25,2024-02,3,11,567.9,304.7,263.20000000000005,567.9,263.20000000000005,0.5365
140,241,2024-02-25 14:16:15,cancelled,2024-02-25,2024-02,2,7,377.54,215.73,161.81,377.54,161.81,0.5714
141,728,2024-02-25 21:33:44,completed,2024-02-25,2024-02,4,7,352.01,149.27,202.74,352.01,202.74,0.4241
142,1110,2024-02-26 03:11:19,cancelled,2024-02-26,2024-02,2,7,263.59,128.49,135.09999999999997,263.59,135.09999999999997,0.4875
143,1963,2024-02-26 06:03:27,completed,2024-02-26,2024-02,2,7,316.12,191.57,124.54999999999998,316.12,124.54999999999998,0.606
144,1096,2024-02-26 06:28:07,completed,2024-02-26,2024-02,2,6,133.99,78.12,55.87,133.99,55.87,0.583
145,975,2024-02-26 07:27:15,completed,2024-02-26,2024-02,3,4,225.74,125.39999999999999,100.34,225.74,100.34,0.5555
146,910,2024-02-26 16:16:26,completed,2024-02-26,2024-02,3,9,464.47,249.07999999999998,215.39000000000001,464.47,215.39000000000001,0.5363
147,1180,2024-02-26 23:02:58,completed,2024-02-26,2024-02,2,6,106.56,64.05000000000001,42.510000000000005,106.56,42.510000000000005,0.6011
148,1453,2024-02-27 03:01:34,cancelled,2024-02-27,2024-02,4,12,549.5,266.03999999999996,283.46,549.5,283.46,0.4841
149,873,2024-02-27 04:23:02,completed,2024-02-27,2024-02,1,4,234.48,100.84,133.64,234.48,133.64,0.4301
150,365,2024-02-27 07:56:10,completed,2024-02-27,2024-02,4,13,458.78,198.53,260.25,458.78,260.25,0.4327
151,1362,2024-02-27 13:13:29,completed,2024-02-27,2024-02,1,5,93.5,38.4,55.1,93.5,55.1,0.4107
152,1529,2024-02-28 01:20:29,refunded,2024-02-28,2024-02,2,3,117.13000000000001,65.06,52.07000000000001,117.13000000000001,52.07000000000001,0.5555
153,1526,2024-02-28 11:01:46,completed,2024-02-28,2024-02,2,5,195.41000000000003,83.15,112.26,195.41000000000003,112.26,0.4255
154,243,2024-02-28 13:14:25,cancelled,2024-02-28,2024-02,2,7,376.99,214.11,162.88,376.99,162.88,0.5679
155,313,2024-02-28 14:24:47,completed,2024-02-28,2024-02,3,9,377.35,152.14,225.21,377.35,225.21,0.4032
156,1776,2024-02-28 16:02:09,cancelled,2024-02-28,2024-02,4,8,268.78,112.89999999999999,155.88,268.78,155.88,0.42
157,1653,2024-02-28 21:42:47,cancelled,2024-02-28,2024-02,4,7,239.10999999999999,115.16,123.94999999999999,239.10999999999999,123.94999999999999,0.4816
158,1763,2024-02-28 23:14:54,completed,2024-02-28,2024-02,3,14,486.79,233.54000000000002,253.25,486.79,253.25,0.4798
159,562,2024-02-29 03:07:18,completed,2024-02-29,2024-02,1,5,186.5,85.8,100.7,186.5,100.7,0.4601
160,899,2024-02-29 04:39:03,completed,2024-02-29,2024-02,4,12,392.11,209.29,182.82,392.11,182.82,0.5338
161,497,2024-02-29 07:32:31,cancelled,2024-02-29,2024-02,2,7,146.18,66.57000000000001,79.61,146.18,79.61,0.4554
162,439,2024-02-29 09:01:46,completed,2024-02-29,2024-02,3,13,419.19,229.39999999999998,189.79000000000002,419.19,189.79000000000002,0.5472
163,1190,2024-02-29 12:34:44,refunded,2024-02-29,2024-02,4,13,766.27,358.93,407.34000000000003,766.27,407.34000000000003,0.4684
164,518,2024-02-29 17:26:04,cancelled,2024-02-29,2024-02,3,7,324.23,156.45,167.78,324.23,167.78,0.4825
165,1867,2024-03-01 00:49:37,completed,2024-03-01,2024-03,1,4,173.56,113.28,60.28,173.56,60.28,0.6527
166,700,2024-03-01 06:51:11,completed,2024-03-01,2024-03,2,3,137.31,55.849999999999994,81.46000000000001,137.31,81.46000000000001,0.4067
167,1216,2024-03-01 11:36:43,refunded,2024-03-01,2024-03,4,9,440.94,241.03,199.91,440.94,199.91,0.5466
168,250,2024-03-01 20:30:08,completed,2024-03-01,2024-03,4,10,281.7,146.12,135.58,281.7,135.58,0.5187
169,946,2024-03-01 21:49:01,cancelled,2024-03-01,2024-03,3,8,311.03000000000003,179.78,131.25,311.03000000000003,131.25,0.578
170,218,2024-03-01 23:26:52,refunded,2024-03-01,2024-03,2,4,95.33,50.510000000000005,44.82,95.33,44.82,0.5298
171,1543,2024-03-02 16:25:15,cancelled,2024-03-02,2024-03,4,11,362.45,160.66,201.79000000000002,362.45,201.79000000000002,0.4433
172,1776,2024-03-02 16:44:23,completed,2024-03-02,2024-03,3,13,474.35,225.47000000000003,248.88,474.35,248.88,0.4753
173,1806,2024-03-02 17:28:48,completed,2024-03-02,2024-03,3,11,308.53999999999996,162.2,146.34,308.53999999999996,146.34,0.5257
174,1809,2024-03-02 17:36:14,completed,2024-03-02,2024-03,4,7,131.01,67.68,63.33,131.01,63.33,0.5166
175,465,2024-03-02 18:39:55,cancelled,2024-03-02,2024-03,4,14,313.3,155.66,157.64,313.3,157.64,0.4968
176,1842,2024-03-02 22:36:37,completed,2024-03-02,2024-03,4,13,400.93,222.11,178.82000000000002,400.93,178.82000000000002,0.554
177,1104,2024-03-03 02:27:06,completed,2024-03-03,2024-03,3,7,295.78,142.87,152.91,295.78,152.91,0.483
178,313,2024-03-03 02:37:58,completed,2024-03-03,2024-03,1,3,76.38,46.29,30.089999999999996,76.38,30.089999999999996,0.606
179,821,2024-03-03 06:08:08,refunded,2024-03-03,2024-03,2,4,120.21000000000001,61.19,59.02000000000001,120.21000000000001,59.02000000000001,0.509
180,1928,2024-03-03 08:32:36,completed,2024-03-03,2024-03,1,4,245.6,94.96,150.64,245.6,150.64,0.3866
181,83,2024-03-03 12:30:45,completed,2024-03-03,2024-03,4,14,726.31,379.42999999999995,346.88000000000005,726.31,346.88000000000005,0.5224
182,1579,2024-03-03 14:54:07,completed,2024-03-03,2024-03,2,6,110.32999999999998,45.8,64.52999999999999,110.32999999999998,64.52999999999999,0.4151
183,724,2024-03-03 17:58:46,cancelled,2024-03-03,2024-03,1,1,69.5,33.61,35.89,69.5,35.89,0.4836
184,170,2024-03-03 18:09:17,completed,2024-03-03,2024-03,3,7,166.5,91.98,74.52,166.5,74.52,0.5524
185,1046,2024-03-03 22:56:24,completed,2024-03-03,2024-03,3,13,688.78,424.3,264.47999999999996,688.78,264.47999999999996,0.616
186,369,2024-03-04 05:58:19,cancelled,2024-03-04,2024-03,1,2,60.48,26.36,34.12,60.48,34.12,0.4358
187,376,2024-03-04 07:56:51,refunded,2024-03-04,2024-03,2,6,419.34999999999997,180.81,238.53999999999996,419.34999999999997,238.53999999999996,0.4312
188,365,2024-03-04 13:59:14,completed,2024-03-04,2024-03,2,6,330.31000000000006,160.29,170.02000000000004,330.31000000000006,170.02000000000004,0.4853
189,150,2024-03-04 23:26:07,completed,2024-03-04,2024-03,4,10,585.46,379.73,205.73000000000002,585.46,205.73000000000002,0.6486
190,1607,2024-03-05 11:34:11,completed,2024-03-05,2024-03,1,2,93.46,56.72,36.739999999999995,93.46,36.739999999999995,0.6069
191,1630,2024-03-05 11:55:21,completed,2024-03-05,2024-03,4,9,289.26,155.23,134.03,289.26,134.03,0.5366
192,663,2024-03-05 12:16:59,completed,2024-03-05,2024-03,1,4,56.64,33.48,23.160000000000004,56.64,23.160000000000004,0.5911
193,1855,2024-03-05 13:50:39,completed,2024-03-05,2024-03,4,13,854.21,519.91,334.3,854.21,334.3,0.6086
194,7,2024-03-05 14:49:33,cancelled,2024-03-05,2024-03,1,1,42.48,15.39,27.089999999999996,42.48,27.089999999999996,0.3623
195,778,2024-03-05 16:06:54,completed,2024-03-05,2024-03,1,5,190.04999999999998,121.8,68.24999999999999,190.04999999999998,68.24999999999999,0.6409
196,387,2024-03-05 16:56:54,refunded,2024-03-05,2024-03,2,6,115.01,61.96,53.050000000000004,115.01,53.050000000000004,0.5387
197,171,2024-03-06 01:01:25,completed,2024-03-06,2024-03,4,14,734.5500000000001,413.02,321.53000000000003,734.5500000000001,321.53000000000003,0.5623
198,575,2024-03-06 03:28:10,completed,2024-03-06,2024-03,2,3,161.12,65.1,96.01999999999998,161.12,96.01999999999998,0.404
199,1695,2024-03-06 03:42:16,completed,2024-03-06,2024-03,4,13,716.0799999999999,422.24,293.84,716.0799999999999,293.84,0.5897
200,1698,2024-03-06 09:18:11,completed,2024-03-06,2024-03,2,7,71.32,40.39,30.930000000000003,71.32,30.930000000000003,0.5663
201,127,2024-03-06 11:19:08,completed,2024-03-06,2024-03,2,6,131.21,55.89,75.32000000000001,131.21,75.32000000000001,0.426
202,387,2024-03-06 11:27:42,completed,2024-03-06,2024-03,3,7,473.25,223.60999999999999,249.64000000000001,473.25,249.64000000000001,0.4725
203,1855,2024-03-06 18:05:43,completed,2024-03-06,2024-03,1,4,107.0,47.48,59.52,107.0,59.52,0.4437
204,1026,2024-03-06 18:19:09,completed,2024-03-06,2024-03,1,5,197.35,105.35,92.0,197.35,92.0,0.5338
