order_item_id,order_id,product_id,quantity,unit_price,line_total
75,28,110,5,70.14,350.7
76,29,48,2,49.62,99.24
77,30,7,4,12.86,51.44
78,30,29,4,10.84,43.36
79,30,107,1,70.88,70.88
80,30,72,2,32.03,64.06
81,31,20,1,36.57,36.57
82,32,96,5,77.45,387.25
83,32,41,1,51.41,51.41
84,32,15,1,18.63,18.63
85,33,46,4,13.78,55.12
86,33,93,1,24.08,24.08
87,34,36,2,21.6,43.2
88,35,20,3,35.63,106.89000000000001
89,35,36,3,21.38,64.14
90,35,96,5,78.72,393.6
91,36,21,5,64.6,323.0
92,36,56,5,22.41,112.05
93,36,80,5,9.92,49.6
94,36,8,3,20.62,61.86
95,37,70,5,66.83,334.15
96,37,94,4,27.83,111.32
97,37,74,3,60.19,180.57
98,38,23,5,72.74,363.7
99,38,63,1,50.13,50.13
100,38,109,2,20.04,40.08
101,39,27,2,52.53,105.06
102,39,20,3,36.36,109.08
103,39,71,2,17.51,35.02
104,39,51,3,100.6,301.79999999999995
105,40,79,5,19.94,99.7
106,40,73,4,10.1,40.4
107,41,7,5,13.86,69.3
108,42,88,2,37.94,75.88
109,42,119,2,40.99,81.98
110,42,17,3,48.25,144.75
111,43,70,3,71.68,215.04000000000002
112,43,45,4,42.99,171.96
113,43,77,2,20.99,41.98
114,43,71,1,18.81,18.81
115,44,69,3,60.8,182.39999999999998
116,45,17,5,50.06,250.3
117,45,83,1,36.39,36.39
118,46,81,1,77.93,77.93
119,46,79,5,21.48,107.4
120,47,24,2,46.73,93.46
121,47,96,3,75.77,227.31
122,47,26,4,19.27,77.08
123,47,20,4,36.79,147.16
124,48,40,5,19.44,97.2
125,48,20,1,36.66,36.66
126,48,41,5,55.67,278.35
127,48,27,3,52.79,158.37
128,49,10,1,77.66,77.66
129,49,116,3,97.14,291.42
130,49,82,3,19.19,57.57000000000001
131,50,43,1,41.51,41.51
132,50,46,3,13.62,40.86
133,51,38,1,110.24,110.24
134,51,90,4,19.84,79.36
135,51,28,4,22.57,90.28
136,52,11,1,27.59,27.59
137,52,58,3,59.79,179.37
138,53,27,2,50.14,100.28
139,53,109,4,19.77,79.08
140,53,44,2,16.5,33.0
141,54,81,5,76.76,383.8
142,54,48,3,54.27,162.81
143,54,23,5,70.28,351.4
144,54,39,1,8.13,8.13
145,55,101,5,54.44,272.2
146,55,10,1,73.75,73.75
147,55,114,1,32.57,32.57
148,56,3,1,29.78,29.78
149,56,86,2,36.5,73.0
150,56,83,5,38.48,192.39999999999998
151,56,72,4,33.18,132.72
152,57,9,1,33.16,33.16
153,57,81,5,82.82,414.09999999999997
154,57,9,2,33.07,66.14
155,58,89,5,17.57,87.85
156,58,94,2,26.3,52.6
157,59,104,4,45.23,180.92
158,60,47,4,23.18,92.72
159,60,80,5,10.4,52.0
160,60,23,4,70.95,283.8
161,60,64,1,43.49,43.49
162,61,87,5,30.65,153.25
163,61,22,2,59.97,119.94
164,62,100,5,41.0,205.0
165,62,45,1,46.09,46.09
166,62,112,5,60.97,304.85
167,62,11,2,28.2,56.4
168,63,27,5,50.64,253.2
169,63,88,4,36.77,147.08
170,63,24,5,43.13,215.65
171,63,120,1,29.81,29.81
172,64,113,4,29.87,119.48
173,64,12,4,39.7,158.8
174,64,102,5,18.2,91.0
175,65,53,4,42.95,171.8
176,65,102,1,18.98,18.98
177,65,85,5,73.35,366.75
178,66,38,2,107.9,215.8
179,66,4,5,29.6,148.0
180,67,39,4,8.31,33.24
181,68,53,4,43.33,173.32
182,68,65,4,14.81,59.24
183,68,96,4,71.34,285.36
184,68,99,3,19.36,58.08
185,69,36,4,21.51,86.04
186,69,24,5,42.99,214.95000000000002
187,69,80,1,10.37,10.37
188,69,90,5,18.53,92.65
189,70,73,4,9.36,37.44
190,70,75,3,35.3,105.89999999999999
191,70,85,5,66.07,330.34999999999997
192,71,50,5,41.34,206.70000000000002
193,71,29,3,10.95,32.849999999999994
194,71,95,1,103.87,103.87
195,71,21,1,64.37,64.37
196,72,7,4,12.6,50.4
197,73,3,2,30.98,61.96
198,73,48,2,51.73,103.46
199,73,58,1,59.59,59.59
200,74,66,2,97.15,194.3
201,75,23,4,69.43,277.72
202,75,52,4,47.54,190.16
203,75,79,5,21.63,108.14999999999999
204,76,35,4,59.8,239.2
205,76,66,1,94.49,94.49
206,76,33,4,104.95,419.8
207,76,101,3,54.87,164.60999999999999
208,77,54,1,60.37,60.37
209,77,97,4,46.11,184.44
210,78,41,5,51.67,258.35
211,78,44,5,17.68,88.4
212,79,91,4,31.41,125.64
213,79,36,2,21.61,43.22
214,79,87,3,31.1,93.30000000000001
215,80,10,3,72.5,217.5
216,80,101,3,56.49,169.47
217,81,91,1,31.7,31.7
218,81,68,3,27.29,81.87
219,81,60,2,31.15,62.3
220,81,45,2,46.2,92.4
221,82,41,2,53.69,107.38
222,82,38,4,112.58,450.32
223,83,85,1,70.37,70.37
224,83,25,3,68.08,204.24
225,84,33,1,103.32,103.32
226,84,47,5,24.51,122.55000000000001
227,85,58,2,61.18,122.36
228,85,33,5,101.19,505.95
229,86,53,1,41.88,41.88
230,86,97,4,45.69,182.76
231,87,33,5,106.47,532.35
232,87,21,1,67.76,67.76
233,87,95,5,108.47,542.35
234,87,33,5,103.23,516.15
235,88,85,5,70.18,350.90000000000003
236,88,115,4,35.15,140.6
237,88,63,1,47.47,47.47
238,89,66,1,96.37,96.37
239,89,83,2,37.73,75.46
240,90,16,4,34.91,139.64
241,91,11,3,28.31,84.92999999999999
242,91,22,1,59.2,59.2
243,91,52,2,45.45,90.9
244,91,101,5,56.4,282.0
245,92,73,5,10.27,51.349999999999994
246,93,104,5,46.15,230.75
247,93,48,4,53.72,214.88
248,94,97,1,47.92,47.92
249,94,86,1,39.19,39.19
250,94,13,5,41.39,206.95
251,95,63,1,47.33,47.33
252,96,77,4,22.2,88.8
253,96,46,3,13.81,41.43
254,97,93,1,23.81,23.81
255,97,50,5,40.93,204.65
256,97,86,5,39.27,196.35000000000002
257,97,86,4,39.14,156.56
258,98,27,5,52.53,262.65
259,99,8,2,19.87,39.74
260,100,106,5,48.85,244.25
261,101,101,3,58.89,176.67000000000002
262,101,115,4,38.13,152.52
263,101,7,3,12.85,38.55
264,102,84,5,47.86,239.3
265,103,16,4,32.79,131.16
266,104,59,5,20.72,103.6
267,104,98,3,60.82,182.46
268,105,31,5,25.95,129.75
269,105,45,4,43.56,174.24
270,105,59,2,19.04,38.08
271,106,56,2,24.4,48.8
272,106,3,4,31.34,125.36
273,106,45,1,44.14,44.14
274,106,102,5,17.92,89.60000000000001
275,107,12,4,38.9,155.6
276,108,42,3,27.6,82.80000000000001
277,108,74,5,59.75,298.75
278,108,47,2,24.69,49.38
279,109,83,5,38.35,191.75
280,109,33,1,104.1,104.1
281,109,23,4,73.06,292.24
282,109,111,2,36.93,73.86
283,110,91,4,28.7,114.8
284,110,36,2,21.73,43.46
285,110,12,2,40.17,80.34
286,111,53,2,41.52,83.04
287,111,93,5,23.69,118.45
288,111,74,3,61.25,183.75
289,111,85,3,72.39,217.17000000000002
290,112,64,2,45.07,90.14
291,113,110,4,70.04,280.16
292,114,15,2,19.53,39.06
293,114,98,3,60.1,180.3
294,114,117,2,57.07,114.14
295,115,102,5,19.65,98.25
296,115,34,2,47.86,95.72
297,116,115,4,35.07,140.28
298,116,116,1,94.66,94.66
299,116,102,2,18.07,36.14
300,117,39,3,8.49,25.47
301,117,96,5,72.97,364.85
302,117,103,3,14.18,42.54
303,118,24,1,45.97,45.97
304,118,32,5,22.52,112.6
305,119,91,2,29.36,58.72
306,119,98,2,59.18,118.36
307,119,76,2,13.23,26.46
308,119,65,5,14.68,73.4
309,120,116,2,90.88,181.76
310,120,41,5,56.0,280.0
311,120,87,5,30.57,152.85
312,120,115,5,36.3,181.5
313,121,32,3,22.88,68.64
314,121,9,5,35.22,176.1
315,122,20,5,35.3,176.5
316,123,81,2,82.96,165.92
317,123,34,2,44.3,88.6
318,123,86,1,35.85,35.85
319,123,58,2,57.31,114.62
320,124,104,3,43.47,130.41
321,124,79,4,21.91,87.64
322,124,72,3,34.48,103.44
323,124,26,2,18.83,37.66
324,125,40,2,20.68,41.36
325,125,28,1,24.27,24.27
326,125,8,2,20.21,40.42
327,125,37,1,10.19,10.19
328,126,114,4,32.43,129.72
329,127,97,2,45.93,91.86
330,127,29,1,11.24,11.24
331,127,44,4,16.53,66.12
332,128,87,3,30.91,92.73
333,128,10,1,74.61,74.61
334,128,87,4,30.59,122.36
335,128,66,4,93.9,375.6
336,129,86,5,37.5,187.5
337,129,1,4,16.69,66.76
338,130,113,4,29.38,117.52
339,130,81,4,81.29,325.16
340,130,21,4,63.87,255.48
341,130,102,4,18.0,72.0
342,131,4,4,28.81,115.24
343,131,20,3,37.31,111.93
344,131,95,1,106.82,106.82
345,132,102,5,19.31,96.55
346,132,12,5,39.74,198.70000000000002
347,133,82,1,18.76,18.76
348,133,98,4,60.48,241.92
349,133,12,4,39.84,159.36
350,134,9,2,33.9,67.8
351,134,28,2,22.86,45.72
352,134,27,4,49.62,198.48
353,135,28,5,23.09,115.45
354,135,96,2,77.44,154.88
355,135,25,4,65.45,261.8
356,136,64,3,44.37,133.10999999999999
357,137,41,1,54.22,54.22
358,137,39,1,8.69,8.69
359,138,109,5,20.0,100.0
360,138,39,1,8.29,8.29
361,138,27,1,51.92,51.92
362,139,28,2,22.64,45.28
363,139,112,5,61.7,308.5
364,139,101,4,53.53,214.12
365,140,66,3,89.02,267.06
366,140,67,4,27.62,110.48
367,141,63,1,49.24,49.24
368,141,71,1,17.75,17.75
369,141,81,3,81.12,243.36
370,141,8,2,20.83,41.66
371,142,97,3,47.05,141.14999999999998
372,142,91,4,30.61,122.44
373,143,115,2,38.66,77.32
374,143,52,5,47.76,238.79999999999998
375,144,1,5,17.9,89.5
376,144,45,1,44.49,44.49
377,145,48,1,50.47,50.47
378,145,74,2,57.28,114.56
379,145,22,1,60.71,60.71
380,146,10,3,77.79,233.37
381,146,19,2,39.65,79.3
382,146,83,4,37.95,151.8
383,147,18,5,16.87,84.35000000000001
384,147,77,1,22.21,22.21
385,148,86,1,37.38,37.38
386,148,69,1,60.87,60.87
387,148,7,5,13.18,65.9
388,148,14,5,77.07,385.34999999999997
389,149,101,4,58.62,234.48
390,150,75,4,35.83,143.32
391,150,91,4,30.78,123.12
392,150,113,2,32.39,64.78
393,150,50,3,42.52,127.56
394,151,108,5,18.7,93.5
395,152,52,2,48.84,97.68
396,152,109,1,19.45,19.45
397,153,82,2,17.71,35.42
398,153,27,3,53.33,159.99
399,154,2,4,41.68,166.72
400,154,110,3,70.09,210.27
401,155,47,3,24.71,74.13
402,155,104,4,45.52,182.08
403,155,22,2,60.57,121.14
404,156,56,4,23.95,95.8
405,156,22,2,63.06,126.12
406,156,15,1,19.54,19.54
407,156,67,1,27.32,27.32
408,157,54,2,62.66,125.32
409,157,30,1,19.13,19.13
410,157,41,1,51.73,51.73
411,157,46,3,14.31,42.93
412,158,27,5,50.45,252.25
413,158,87,5,29.9,149.5
414,158,36,4,21.26,85.04
415,159,75,5,37.3,186.5
416,160,89,4,18.56,74.24
417,160,40,1,19.34,19.34
418,160,8,4,21.36,85.44
419,160,6,3,71.03,213.09
420,161,71,5,18.0,90.0
421,161,4,2,28.09,56.18
422,162,15,5,18.63,93.14999999999999
423,162,59,4,21.06,84.24
424,162,35,4,60.45,241.8
425,163,51,1,107.51,107.51
426,163,85,5,69.25,346.25
427,163,96,3,71.29,213.87
428,163,47,4,24.66,98.64
429,164,10,3,75.25,225.75
430,164,24,1,43.7,43.7
431,164,102,3,18.26,54.78
432,165,2,4,43.39,173.56
433,166,26,1,20.59,20.59
434,166,117,2,58.36,116.72
435,167,43,4,39.97,159.88
436,167,5,2,85.95,171.9
437,167,104,2,45.36,90.72
438,167,89,1,18.44,18.44
439,168,101,3,55.58,166.74
440,168,82,1,18.3,18.3
441,168,62,5,11.52,57.599999999999994
442,168,86,1,39.06,39.06
443,169,10,1,76.3,76.3
444,169,13,5,39.57,197.85
445,169,71,2,18.44,36.88
446,170,57,1,71.06,71.06
447,170,92,3,8.09,24.27
448,171,113,1,30.82,30.82
449,171,32,3,21.92,65.76
450,171,40,4,19.6,78.4
451,171,22,3,62.49,187.47
452,172,97,5,48.43,242.15
453,172,60,4,31.39,125.56
454,172,42,4,26.66,106.64
455,173,90,4,19.47,77.88
456,173,56,4,22.67,90.68
457,173,61,3,46.66,139.98
458,174,100,1,39.03,39.03
459,174,29,2,11.37,22.74
460,174,79,2,20.01,40.02
461,174,105,2,14.61,29.22
462,175,106,2,47.55,95.1
463,175,105,4,14.01,56.04
464,175,26,5,19.37,96.85000000000001
465,175,79,3,21.77,65.31
466,176,69,3,60.09,180.27
467,176,9,2,34.21,68.42
468,176,65,4,15.46,61.84
469,176,28,4,22.6,90.4
470,177,63,1,45.52,45.52
471,177,75,3,33.61,100.83
472,177,84,3,49.81,149.43
473,178,94,3,25.46,76.38
474,179,71,3,18.26,54.78
475,179,57,1,65.43,65.43
476,180,117,4,61.4,245.6
477,181,37,5,10.4,52.0
478,181,36,1,22.01,22.01
479,181,107,5,72.14,360.7
480,181,116,3,97.2,291.6
481,182,46,5,13.12,65.6
482,182,104,1,44.73,44.73
483,183,110,1,69.5,69.5
484,184,103,1,12.96,12.96
485,184,64,3,42.91,128.73
486,184,92,3,8.27,24.81
487,185,74,5,62.14,310.7
488,185,5,3,93.21,279.63
489,185,15,5,19.69,98.45
490,186,113,2,30.24,60.48
491,187,33,1,107.2,107.2
492,187,21,5,62.43,312.15
493,188,117,1,62.16,62.16
494,188,41,5,53.63,268.15000000000003
495,189,87,3,31.41,94.23
496,189,95,3,110.77,332.31
497,189,58,2,58.08,116.16
498,189,77,2,21.38,42.76
499,190,63,2,46.73,93.46
500,191,55,4,33.65,134.6
501,191,11,3,27.86,83.58
502,191,13,1,43.28,43.28
503,191,94,1,27.8,27.8
504,192,103,4,14.16,56.64
505,193,9,4,33.56,134.24
506,193,38,2,108.17,216.34
507,193,47,2,23.69,47.38
508,193,5,5,91.25,456.25
509,194,50,1,42.48,42.48
510,195,115,5,38.01,190.04999999999998
511,196,73,5,9.3,46.5
512,196,110,1,68.51,68.51
513,197,50,3,40.44,121.32
514,197,91,3,29.5,88.5
515,197,116,5,95.43,477.15000000000003
516,197,65,3,15.86,47.58
517,198,96,1,76.02,76.02
518,198,24,2,42.55,85.1
519,199,116,3,90.98,272.94
520,199,119,2,42.73,85.46
521,199,63,3,48.26,144.78
522,199,13,5,42.58,212.89999999999998
523,200,37,5,10.2,51.0
524,200,37,2,10.16,20.32
525,201,118,1,22.96,22.96
526,201,8,5,21.65,108.25
527,202,10,3,79.47,238.41
528,202,101,3,56.51,169.53
529,202,112,1,65.31,65.31
530,203,31,4,26.75,107.0
531,204,12,5,39.47,197.35
532,205,114,1,34.0,34.0
533,205,97,2,45.6,91.2
534,206,88,3,36.58,109.74
535,206,94,3,25.68,77.03999999999999
536,206,114,2,32.71,65.42
537,206,80,4,10.71,42.84
538,207,13,2,39.19,78.38
539,208,94,2,26.78,53.56
540,208,11,3,27.71,83.13
541,208,11,1,27.67,27.67
542,208,59,5,19.59,97.95
543,209,45,3,44.05,132.14999999999998
544,209,69,5,58.95,294.75
545,209,41,2,51.73,103.46
546,210,102,1,17.9,17.9
547,210,118,2,22.8,45.6
548,211,116,4,94.25,377.0
549,212,57,1,69.84,69.84
550,212,64,3,45.28,135.84
551,212,6,4,69.71,278.84
552,213,106,5,50.45,252.25
553,213,32,4,21.36,85.44
554,214,30,2,19.46,38.92
555,215,102,4,19.48,77.92
556,215,118,4,23.16,92.64
557,215,107,3,68.21,204.63
558,216,3,4,30.23,120.92
559,216,112,3,62.7,188.10000000000002
560,216,51,3,109.17,327.51
561,216,18,4,17.68,70.72
562,217,19,5,37.47,187.35
563,217,83,5,37.7,188.5
564,218,97,1,45.17,45.17
565,218,49,2,22.45,44.9
566,219,73,5,9.64,48.2
567,219,89,4,18.14,72.56
568,219,51,4,108.55,434.2
569,219,99,4,18.31,73.24
570,220,35,3,61.59,184.77
571,220,32,4,22.23,88.92
572,221,58,5,59.28,296.4
573,222,61,1,45.35,45.35
574,222,38,1,113.45,113.45
575,222,40,4,20.78,83.12
576,222,37,1,9.95,9.95
577,223,55,3,36.22,108.66
578,223,84,1,48.61,48.61
579,223,35,2,63.84,127.68
580,224,83,1,35.9,35.9
581,224,41,3,55.65,166.95
582,224,23,1,69.07,69.07
583,224,33,5,103.82,519.0999999999999
584,225,99,4,18.72,74.88
585,225,36,4,21.39,85.56
586,225,78,4,16.5,66.0
587,225,70,1,68.45,68.45
588,226,84,3,49.88,149.64000000000001
589,226,73,2,9.92,19.84
590,226,120,5,29.76,148.8
591,226,111,4,35.78,143.12
592,227,39,1,8.75,8.75
593,227,47,5,24.94,124.7
594,228,44,3,18.0,54.0
595,228,79,3,20.66,61.980000000000004
596,228,59,1,19.24,19.24
597,229,116,3,95.06,285.18
598,229,86,2,38.34,76.68
599,230,56,2,24.22,48.44
600,230,39,2,7.88,15.76
601,230,94,1,27.0,27.0
602,230,100,5,37.58,187.89999999999998
603,231,117,3,59.22,177.66
604,231,66,2,98.88,197.76
605,231,95,3,108.23,324.69
606,231,106,2,48.86,97.72
607,232,10,3,76.89,230.67000000000002
608,232,18,1,17.36,17.36
609,232,24,1,44.6,44.6
610,233,28,4,22.39,89.56
611,233,36,1,21.27,21.27
612,234,1,5,17.47,87.35
613,234,83,2,35.03,70.06
614,234,73,3,9.38,28.14
615,234,81,5,80.33,401.65
616,235,95,3,105.93,317.79
617,235,17,2,48.23,96.46
618,235,40,5,20.56,102.8
619,235,54,4,61.49,245.96
620,236,32,4,21.41,85.64
621,237,51,2,108.2,216.4
622,237,56,1,23.52,23.52
623,237,83,2,35.9,71.8
624,237,27,4,52.67,210.68
625,238,32,2,22.08,44.16
626,238,35,4,60.33,241.32
627,239,29,3,10.8,32.400000000000006
628,239,100,2,40.38,80.76
629,240,72,2,32.09,64.18
630,240,97,1,46.35,46.35
631,241,10,2,78.58,157.16
632,241,85,5,66.67,333.35
633,241,81,3,84.52,253.56
634,241,95,4,103.63,414.52
635,242,53,5,42.78,213.9
636,242,90,4,19.25,77.0
637,243,65,4,15.01,60.04
638,243,97,3,46.25,138.75
639,243,97,3,45.7,137.10000000000002
640,244,102,3,18.53,55.59
641,244,22,2,63.18,126.36
642,245,87,1,29.52,29.52
643,245,26,4,20.67,82.68
644,245,58,4,59.06,236.24
645,245,109,3,20.62,61.86
646,246,16,4,35.58,142.32
647,247,89,4,17.05,68.2
648,247,37,5,10.73,53.650000000000006
649,247,32,5,22.65,113.25
650,248,7,2,13.62,27.24
651,248,87,2,30.47,60.94
652,249,100,3,39.45,118.35000000000001
653,249,55,2,35.39,70.78
654,249,24,4,42.92,171.68
655,249,75,1,34.31,34.31
656,250,118,2,23.47,46.94
657,250,95,3,105.44,316.32
658,250,92,1,8.07,8.07
659,250,6,3,75.66,226.98
660,251,108,1,18.6,18.6
661,251,74,5,62.61,313.05
662,252,78,1,17.4,17.4
663,252,41,3,55.44,166.32
664,252,106,2,50.13,100.26
665,252,62,3,12.07,36.21
666,253,30,4,18.4,73.6
667,253,44,2,17.92,35.84
668,253,27,4,50.32,201.28
669,254,113,1,31.2,31.2
670,255,97,5,45.26,226.29999999999998
671,255,72,4,31.82,127.28
672,255,93,5,24.23,121.15
673,255,102,2,18.74,37.48
674,256,42,4,26.25,105.0
675,256,31,3,25.32,75.96000000000001
676,256,110,2,71.02,142.04
677,257,44,4,17.45,69.8
678,257,5,3,90.15,270.45000000000005
679,257,95,4,110.56,442.24
680,257,27,1,51.31,51.31
681,258,29,1,11.9,11.9
682,258,85,4,67.2,268.8
683,259,120,3,29.32,87.96000000000001
684,259,11,1,27.49,27.49
685,260,80,4,9.97,39.88
686,261,40,1,20.15,20.15
687,262,108,1,19.75,19.75
688,262,108,3,18.74,56.22
689,262,13,1,40.67,40.67
690,263,6,4,76.2,304.8
691,263,50,3,41.86,125.58
692,263,8,5,21.32,106.6
693,263,41,3,55.33,165.99
694,264,21,1,63.3,63.3
695,264,117,3,60.72,182.16
696,264,86,4,38.92,155.68
697,265,18,5,18.22,91.1
698,265,75,1,33.96,33.96
699,265,90,4,18.28,73.12
700,266,98,4,57.69,230.76
701,267,76,5,13.01,65.05
702,268,71,3,17.6,52.800000000000004
703,268,103,5,13.62,68.1
704,269,31,3,25.27,75.81
705,269,118,1,23.31,23.31
706,269,26,1,20.72,20.72
707,270,97,1,45.41,45.41
708,270,116,3,89.88,269.64
709,271,31,5,25.14,125.7
710,271,79,3,22.08,66.24
711,271,101,5,56.79,283.95
712,271,36,3,20.53,61.59
713,272,64,4,43.7,174.8
714,272,97,2,48.96,97.92
715,273,79,1,21.58,21.58
716,273,98,4,60.34,241.36
717,273,34,1,44.65,44.65
718,273,61,5,50.07,250.35
719,274,98,5,63.01,315.05
720,274,28,2,22.25,44.5
721,275,54,1,60.22,60.22
722,275,64,5,42.13,210.65
723,276,98,5,61.16,305.79999999999995
724,276,91,3,31.67,95.01
725,277,52,2,45.11,90.22
726,277,115,3,36.16,108.47999999999999
727,277,74,5,59.95,299.75
728,277,75,3,34.54,103.62
729,278,13,1,39.49,39.49
730,278,28,4,22.9,91.6
731,279,12,5,37.9,189.5
732,279,2,1,42.59,42.59
733,280,115,3,38.84,116.52000000000001
734,281,34,3,47.91,143.73
735,281,88,4,38.94,155.76
736,282,63,3,45.42,136.26
737,283,21,2,62.32,124.64
738,283,98,4,62.14,248.56
739,283,72,1,33.44,33.44
740,283,91,3,29.24,87.72
741,284,94,2,27.83,55.66
742,284,99,5,19.19,95.95
743,284,72,4,31.83,127.32
744,284,20,4,37.0,148.0
745,285,54,1,61.66,61.66
746,285,89,3,18.68,56.04
747,286,101,4,58.62,234.48
748,286,63,3,45.16,135.48
749,286,7,1,13.25,13.25
750,286,119,3,39.13,117.39000000000001
751,287,77,4,21.46,85.84
752,287,67,4,27.25,109.0
753,288,57,2,69.13,138.26
754,288,52,3,49.24,147.72
755,288,78,5,16.32,81.6
756,288,76,5,13.11,65.55
757,289,35,2,63.0,126.0
758,290,47,4,24.18,96.72
759,290,20,5,34.62,173.1
760,290,38,1,114.04,114.04
761,290,117,3,56.33,168.99
762,291,31,4,25.85,103.4
763,292,104,2,44.44,88.88
764,292,53,2,42.27,84.54
765,293,110,5,65.97,329.85
766,293,69,1,59.48,59.48
767,294,93,2,24.29,48.58
768,295,47,5,23.11,115.55
769,295,8,4,21.75,87.0
770,295,43,4,41.62,166.48
771,295,76,3,13.26,39.78
772,296,29,2,11.85,23.7
773,296,46,4,13.76,55.04
774,297,6,2,69.34,138.68
775,297,41,2,52.23,104.46
776,298,12,3,40.25,120.75
777,299,30,1,19.8,19.8
778,299,47,4,25.5,102.0
779,299,22,5,59.73,298.65
780,300,10,4,73.71,294.84
781,301,17,2,48.62,97.24
782,301,79,1,21.75,21.75
783,302,15,4,18.46,73.84
784,302,5,3,91.24,273.71999999999997
785,302,86,5,38.97,194.85
786,302,56,3,24.09,72.27
787,303,112,1,61.8,61.8
788,303,47,5,23.98,119.9
789,303,46,2,13.86,27.72
790,303,6,4,72.43,289.72
791,304,13,1,40.16,40.16
792,305,101,5,54.01,270.05
793,305,27,5,49.9,249.5
794,305,9,1,33.3,33.3
795,306,90,5,17.99,89.94999999999999
796,306,120,4,30.84,123.36
797,306,42,5,27.02,135.1
798,307,47,2,25.45,50.9
799,307,80,2,10.59,21.18
800,307,14,3,77.14,231.42000000000002
801,307,25,3,68.11,204.32999999999998
802,308,105,4,14.66,58.64
803,309,91,5,28.97,144.85
804,309,18,5,17.7,88.5
805,310,79,5,21.34,106.7
806,311,115,2,36.87,73.74
807,311,27,1,51.75,51.75
808,311,26,1,20.4,20.4
809,312,112,1,61.76,61.76
810,312,116,4,90.97,363.88
811,312,63,3,46.62,139.85999999999999
812,313,58,2,60.92,121.84
813,314,27,4,53.41,213.64
814,315,7,1,13.62,13.62
815,316,69,2,63.33,126.66
816,317,19,3,40.53,121.59
817,317,50,2,42.63,85.26
818,317,113,2,30.32,60.64
819,318,111,5,36.6,183.0
820,319,56,4,24.22,96.88
821,319,38,2,117.58,235.16
822,319,118,5,22.31,111.55
823,319,107,1,67.32,67.32
824,320,73,5,10.24,51.2
825,320,90,4,19.01,76.04
826,320,53,2,44.72,89.44
827,321,82,5,17.53,87.65
828,322,67,1,27.87,27.87
829,322,23,3,70.01,210.03000000000003
830,322,9,3,33.75,101.25
831,322,11,5,26.83,134.14999999999998
832,323,96,2,78.04,156.08
833,323,104,5,42.08,210.39999999999998
834,323,62,1,12.32,12.32
835,324,69,2,62.14,124.28
836,324,111,1,37.04,37.04
837,324,116,2,96.51,193.02
838,324,86,4,38.42,153.68
839,325,62,1,12.2,12.2
840,325,54,1,59.64,59.64
841,325,71,3,18.76,56.28
842,326,90,1,19.73,19.73
843,326,120,4,30.33,121.32
844,326,80,4,10.23,40.92
845,327,86,4,39.3,157.2
846,327,4,1,27.79,27.79
847,328,44,3,17.77,53.31
848,328,34,2,44.71,89.42
849,328,100,1,39.0,39.0
850,329,31,1,24.84,24.84
851,329,36,2,20.87,41.74
852,329,79,4,20.42,81.68
853,329,64,3,43.4,130.2
