event_id,session_id,customer_id,event_type,event_ts
44995,19492,198,view,2024-01-02 09:50:07
45944,20073,588,view,2024-01-02 09:53:15
45945,20073,588,add_to_cart,2024-01-02 10:01:47
45946,20073,588,checkout,2024-01-02 10:07:38
43559,18648,733,view,2024-01-02 10:12:33
54720,25218,78,view,2024-01-02 10:29:50
54721,25218,78,add_to_cart,2024-01-02 10:33:04
54722,25218,78,checkout,2024-01-02 10:35:55
34747,13561,601,view,2024-01-02 10:56:18
36253,14436,701,view,2024-01-02 11:39:16
36254,14436,701,add_to_cart,2024-01-02 11:46:36
47809,21155,265,view,2024-01-02 11:56:27
36255,14436,701,checkout,2024-01-02 11:56:31
37413,15101,1786,view,2024-01-02 11:57:04
47810,21155,265,add_to_cart,2024-01-02 12:04:42
44012,18909,320,view,2024-01-02 13:01:17
44013,18909,320,add_to_cart,2024-01-02 13:02:45
35887,14232,420,view,2024-01-02 14:11:01
35888,14232,420,add_to_cart,2024-01-02 14:17:03
35889,14232,420,checkout,2024-01-02 14:24:34
36602,14632,35,view,2024-01-02 14:29:13
38643,15801,988,view,2024-01-02 15:21:23
1,1,1996,view,2024-01-02 15:39:30
2,1,1996,add_to_cart,2024-01-02 15:40:11
3,1,1996,checkout,2024-01-02 15:43:19
4,1,1996,purchase,2024-01-02 15:53:07
56340,26163,1471,view,2024-01-02 17:07:44
56341,26163,1471,add_to_cart,2024-01-02 17:08:51
34881,13637,1078,view,2024-01-02 17:31:47
34882,13637,1078,add_to_cart,2024-01-02 17:38:27
33652,12926,930,view,2024-01-02 18:00:58
33653,12926,930,add_to_cart,2024-01-02 18:04:16
57211,26684,1692,view,2024-01-02 18:40:31
57212,26684,1692,add_to_cart,2024-01-02 18:49:10
57213,26684,1692,checkout,2024-01-02 18:54:54
44047,18929,1830,view,2024-01-02 19:27:54
44048,18929,1830,add_to_cart,2024-01-02 19:28:53
58150,27215,1522,view,2024-01-02 19:43:02
54261,24958,800,view,2024-01-02 20:45:45
45046,19522,892,view,2024-01-02 20:47:04
45047,19522,892,add_to_cart,2024-01-02 20:54:51
54262,24958,800,add_to_cart,2024-01-02 20:55:15
32261,12121,431,view,2024-01-02 21:06:37
32262,12121,431,add_to_cart,2024-01-02 21:12:55
53297,24392,1916,view,2024-01-02 21:13:53
53298,24392,1916,add_to_cart,2024-01-02 21:15:05
58048,27160,1423,view,2024-01-02 21:58:38
58049,27160,1423,add_to_cart,2024-01-02 22:03:46
58050,27160,1423,checkout,2024-01-02 22:11:02
48624,21639,1402,view,2024-01-02 23:49:07
50774,22895,1680,view,2024-01-02 23:49:24
48625,21639,1402,add_to_cart,2024-01-02 23:58:20
32920,12504,630,view,2024-01-03 00:19:50
44640,19281,765,view,2024-01-03 00:52:55
44641,19281,765,add_to_cart,2024-01-03 00:59:47
35083,13754,1083,view,2024-01-03 01:16:39
50737,22871,1485,view,2024-01-03 01:47:09
37404,15095,132,view,2024-01-03 02:32:42
45044,19521,1756,view,2024-01-03 02:38:08
45045,19521,1756,add_to_cart,2024-01-03 02:43:38
49191,21978,273,view,2024-01-03 03:00:17
34110,13195,505,view,2024-01-03 03:02:19
49192,21978,273,add_to_cart,2024-01-03 03:02:49
32529,12275,599,view,2024-01-03 03:18:01
47871,21195,1848,view,2024-01-03 03:18:58
52577,23972,773,view,2024-01-03 04:31:42
52578,23972,773,add_to_cart,2024-01-03 04:39:55
33790,13008,173,view,2024-01-03 05:25:17
52657,24021,1359,view,2024-01-03 05:54:40
43228,18449,45,view,2024-01-03 06:30:18
43229,18449,45,add_to_cart,2024-01-03 06:31:06
47478,20973,1830,view,2024-01-03 07:18:27
48713,21692,1931,view,2024-01-03 07:33:05
48714,21692,1931,add_to_cart,2024-01-03 07:41:49
53823,24702,661,view,2024-01-03 08:01:54
34692,13529,748,view,2024-01-03 08:22:07
34693,13529,748,add_to_cart,2024-01-03 08:25:57
34694,13529,748,checkout,2024-01-03 08:34:13
36135,14364,222,view,2024-01-03 08:35:09
32687,12372,1997,view,2024-01-03 08:41:17
51048,23055,924,view,2024-01-03 09:53:21
51049,23055,924,add_to_cart,2024-01-03 09:56:45
51062,23063,386,view,2024-01-03 10:20:03
51063,23063,386,add_to_cart,2024-01-03 10:25:58
51064,23063,386,checkout,2024-01-03 10:32:52
36627,14650,1871,view,2024-01-03 12:24:44
36628,14650,1871,add_to_cart,2024-01-03 12:33:16
49302,22042,393,view,2024-01-03 12:55:33
39164,16107,1694,view,2024-01-03 12:56:23
49303,22042,393,add_to_cart,2024-01-03 13:01:37
32740,12405,705,view,2024-01-03 13:57:22
32741,12405,705,add_to_cart,2024-01-03 14:06:15
32742,12405,705,checkout,2024-01-03 14:07:02
58719,27535,1913,view,2024-01-03 15:36:11
45547,19832,1537,view,2024-01-03 16:03:04
45548,19832,1537,add_to_cart,2024-01-03 16:05:57
43340,18516,130,view,2024-01-03 16:12:22
43341,18516,130,add_to_cart,2024-01-03 16:18:52
40029,16613,1970,view,2024-01-03 16:35:08
47453,20958,514,view,2024-01-03 16:36:16
40030,16613,1970,add_to_cart,2024-01-03 16:39:39
37721,15282,73,view,2024-01-03 16:43:17
47454,20958,514,add_to_cart,2024-01-03 16:45:53
47455,20958,514,checkout,2024-01-03 16:50:49
55302,25555,898,view,2024-01-03 16:55:03
55303,25555,898,add_to_cart,2024-01-03 17:03:49
55511,25665,1009,view,2024-01-03 17:11:03
55512,25665,1009,add_to_cart,2024-01-03 17:20:45
57713,26973,1873,view,2024-01-03 17:46:19
49959,22420,1144,view,2024-01-03 18:18:11
49960,22420,1144,add_to_cart,2024-01-03 18:19:13
47179,20800,1123,view,2024-01-03 18:31:34
47180,20800,1123,add_to_cart,2024-01-03 18:38:02
59192,27800,453,view,2024-01-03 18:42:47
52817,24108,941,view,2024-01-03 18:49:53
59193,27800,453,add_to_cart,2024-01-03 18:51:13
59194,27800,453,checkout,2024-01-03 18:54:22
55502,25661,172,view,2024-01-03 19:09:19
55503,25661,172,add_to_cart,2024-01-03 19:16:44
55504,25661,172,checkout,2024-01-03 19:22:11
32332,12164,976,view,2024-01-03 19:46:28
55777,25822,1126,view,2024-01-03 20:00:42
58724,27539,582,view,2024-01-03 21:02:58
34413,13368,326,view,2024-01-03 21:06:33
34414,13368,326,add_to_cart,2024-01-03 21:11:32
58725,27539,582,add_to_cart,2024-01-03 21:11:56
45137,19578,239,view,2024-01-03 21:47:30
49037,21888,1245,view,2024-01-03 22:04:23
35412,13950,34,view,2024-01-03 22:11:59
53549,24544,472,view,2024-01-03 23:31:47
53550,24544,472,add_to_cart,2024-01-03 23:36:25
53551,24544,472,checkout,2024-01-03 23:41:52
40460,16849,1463,view,2024-01-04 01:49:16
40461,16849,1463,add_to_cart,2024-01-04 01:51:45
35018,13716,1207,view,2024-01-04 02:05:09
35019,13716,1207,add_to_cart,2024-01-04 02:07:05
36434,14536,167,view,2024-01-04 03:52:55
36435,14536,167,add_to_cart,2024-01-04 04:02:26
34195,13238,132,view,2024-01-04 04:03:42
53440,24483,595,view,2024-01-04 04:06:57
51867,23551,1104,view,2024-01-04 04:15:57
50593,22790,1250,view,2024-01-04 04:17:36
51868,23551,1104,add_to_cart,2024-01-04 04:21:04
50594,22790,1250,add_to_cart,2024-01-04 04:26:47
52050,23664,1027,view,2024-01-04 05:00:28
52051,23664,1027,add_to_cart,2024-01-04 05:02:15
39475,16288,1508,view,2024-01-04 05:39:49
39476,16288,1508,add_to_cart,2024-01-04 05:42:08
39477,16288,1508,checkout,2024-01-04 05:49:08
34428,13376,805,view,2024-01-04 07:00:41
34429,13376,805,add_to_cart,2024-01-04 07:01:35
49541,22176,1303,view,2024-01-04 07:04:47
49542,22176,1303,add_to_cart,2024-01-04 07:05:58
33758,12989,1102,view,2024-01-04 09:29:31
56789,26434,663,view,2024-01-04 09:56:51
32099,12025,724,view,2024-01-04 10:05:24
32100,12025,724,add_to_cart,2024-01-04 10:14:13
47634,21064,1779,view,2024-01-04 10:25:52
54787,25258,1264,view,2024-01-04 10:30:57
54788,25258,1264,add_to_cart,2024-01-04 10:38:25
32771,12423,1653,view,2024-01-04 12:24:06
32772,12423,1653,add_to_cart,2024-01-04 12:27:06
32773,12423,1653,checkout,2024-01-04 12:34:50
33308,12726,205,view,2024-01-04 12:43:38
39459,16281,50,view,2024-01-04 12:52:03
53597,24571,557,view,2024-01-04 13:26:59
47822,21162,1101,view,2024-01-04 13:51:09
51514,23336,112,view,2024-01-04 13:54:53
39962,16578,1390,view,2024-01-04 14:14:15
36441,14540,1986,view,2024-01-04 14:55:51
56992,26557,76,view,2024-01-04 15:02:26
36442,14540,1986,add_to_cart,2024-01-04 15:05:20
45497,19800,253,view,2024-01-04 15:11:31
41317,17349,755,view,2024-01-04 15:34:30
45817,19999,281,view,2024-01-04 15:35:00
35700,14120,431,view,2024-01-04 16:07:18
41276,17324,263,view,2024-01-04 16:13:57
35701,14120,431,add_to_cart,2024-01-04 16:16:57
45519,19814,1542,view,2024-01-04 16:57:58
45520,19814,1542,add_to_cart,2024-01-04 17:03:11
58624,27487,4,view,2024-01-04 17:14:06
44503,19198,1825,view,2024-01-04 17:14:21
58625,27487,4,add_to_cart,2024-01-04 17:19:49
42896,18255,1825,view,2024-01-04 17:21:36
42897,18255,1825,add_to_cart,2024-01-04 17:24:53
42263,17892,346,view,2024-01-04 20:15:19
35352,13919,518,view,2024-01-04 20:18:08
35353,13919,518,add_to_cart,2024-01-04 20:20:23
42264,17892,346,add_to_cart,2024-01-04 20:20:59
43663,18709,598,view,2024-01-04 20:59:17
43664,18709,598,add_to_cart,2024-01-04 21:03:16
52501,23929,1820,view,2024-01-04 21:47:33
34391,13356,1726,view,2024-01-04 22:52:14
34392,13356,1726,add_to_cart,2024-01-04 22:59:49
53173,24319,1578,view,2024-01-04 23:47:50
53174,24319,1578,add_to_cart,2024-01-04 23:49:21
40890,17095,765,view,2024-01-05 00:34:26
40891,17095,765,add_to_cart,2024-01-05 00:40:33
42800,18200,1604,view,2024-01-05 00:41:31
42801,18200,1604,add_to_cart,2024-01-05 00:50:34
54091,24855,1417,view,2024-01-05 01:09:19
54092,24855,1417,add_to_cart,2024-01-05 01:11:17
44917,19445,1928,view,2024-01-05 01:35:32
44918,19445,1928,add_to_cart,2024-01-05 01:39:08
44919,19445,1928,checkout,2024-01-05 01:48:09
59173,27787,19,view,2024-01-05 01:57:59
40099,16651,1625,view,2024-01-05 02:12:22
49661,22247,1692,view,2024-01-05 03:23:08
37028,14877,1607,view,2024-01-05 03:38:29
37026,14875,1081,view,2024-01-05 04:17:31
37977,15425,1800,view,2024-01-05 05:34:04
37293,15030,211,view,2024-01-05 06:44:00
37294,15030,211,add_to_cart,2024-01-05 06:45:25
33692,12946,1635,view,2024-01-05 07:17:35
34507,13417,209,view,2024-01-05 07:46:07
34508,13417,209,add_to_cart,2024-01-05 07:52:25
34509,13417,209,checkout,2024-01-05 07:53:54
45120,19567,357,view,2024-01-05 08:21:24
45121,19567,357,add_to_cart,2024-01-05 08:25:35
43404,18554,9,view,2024-01-05 09:28:37
43405,18554,9,add_to_cart,2024-01-05 09:31:47
43406,18554,9,checkout,2024-01-05 09:35:14
50566,22772,1253,view,2024-01-05 11:18:50
40072,16637,826,view,2024-01-05 12:13:20
43398,18550,1004,view,2024-01-05 13:25:10
34188,13235,7,view,2024-01-05 14:20:32
34189,13235,7,add_to_cart,2024-01-05 14:28:20
34190,13235,7,checkout,2024-01-05 14:31:13
40549,16901,1350,view,2024-01-05 14:37:27
40550,16901,1350,add_to_cart,2024-01-05 14:38:50
40551,16901,1350,checkout,2024-01-05 14:43:22
47565,21024,598,view,2024-01-05 15:04:53
58436,27386,1326,view,2024-01-05 15:28:26
38679,15822,791,view,2024-01-05 15:31:09
58437,27386,1326,add_to_cart,2024-01-05 15:33:30
37665,15247,1221,view,2024-01-05 15:51:00
37666,15247,1221,add_to_cart,2024-01-05 15:54:33
59099,27748,916,view,2024-01-05 16:21:41
40638,16953,1848,view,2024-01-05 17:42:28
40639,16953,1848,add_to_cart,2024-01-05 17:46:02
40640,16953,1848,checkout,2024-01-05 17:50:30
42823,18213,1711,view,2024-01-05 18:17:45
42824,18213,1711,add_to_cart,2024-01-05 18:19:40
59581,28022,868,view,2024-01-05 18:22:31
59582,28022,868,add_to_cart,2024-01-05 18:24:37
57106,26625,1993,view,2024-01-05 18:31:30
57107,26625,1993,add_to_cart,2024-01-05 18:39:23
57206,26681,1326,view,2024-01-05 19:24:58
57207,26681,1326,add_to_cart,2024-01-05 19:29:03
45804,19992,1875,view,2024-01-05 19:33:34
57208,26681,1326,checkout,2024-01-05 19:37:01
53731,24649,24,view,2024-01-05 20:21:29
55290,25548,1602,view,2024-01-05 20:23:40
58530,27436,1510,view,2024-01-05 20:29:56
45948,20075,1531,view,2024-01-05 22:08:20
45949,20075,1531,add_to_cart,2024-01-05 22:12:26
41527,17471,1848,view,2024-01-05 22:16:13
53155,24309,375,view,2024-01-05 22:18:06
41528,17471,1848,add_to_cart,2024-01-05 22:21:48
41529,17471,1848,checkout,2024-01-05 22:23:58
53156,24309,375,add_to_cart,2024-01-05 22:25:59
50550,22765,250,view,2024-01-05 22:31:44
50551,22765,250,add_to_cart,2024-01-05 22:37:26
37012,14867,1715,view,2024-01-05 22:52:21
51213,23150,43,view,2024-01-05 23:28:13
50529,22754,1519,view,2024-01-05 23:33:45
50530,22754,1519,add_to_cart,2024-01-05 23:42:47
50531,22754,1519,checkout,2024-01-05 23:46:43
36911,14803,73,view,2024-01-05 23:52:33
56555,26293,1347,view,2024-01-06 00:23:54
56556,26293,1347,add_to_cart,2024-01-06 00:29:38
35949,14262,265,view,2024-01-06 01:42:42
35950,14262,265,add_to_cart,2024-01-06 01:47:46
42809,18205,864,view,2024-01-06 02:38:59
42810,18205,864,add_to_cart,2024-01-06 02:40:02
54130,24877,1246,view,2024-01-06 02:49:25
37715,15279,915,view,2024-01-06 03:00:31
36674,14675,596,view,2024-01-06 03:03:51
36675,14675,596,add_to_cart,2024-01-06 03:05:00
37716,15279,915,add_to_cart,2024-01-06 03:09:27
36676,14675,596,checkout,2024-01-06 03:10:03
38416,15679,857,view,2024-01-06 03:22:25
38417,15679,857,add_to_cart,2024-01-06 03:25:04
59208,27809,956,view,2024-01-06 03:39:02
59209,27809,956,add_to_cart,2024-01-06 03:47:34
45182,19605,372,view,2024-01-06 03:53:10
45183,19605,372,add_to_cart,2024-01-06 04:02:20
44491,19192,446,view,2024-01-06 04:25:46
44492,19192,446,add_to_cart,2024-01-06 04:35:03
50592,22789,1739,view,2024-01-06 04:41:23
45322,19690,671,view,2024-01-06 05:44:00
58335,27324,784,view,2024-01-06 05:57:50
58336,27324,784,add_to_cart,2024-01-06 06:03:11
51742,23475,420,view,2024-01-06 06:41:11
51743,23475,420,add_to_cart,2024-01-06 06:44:29
48442,21528,1415,view,2024-01-06 07:00:13
48443,21528,1415,add_to_cart,2024-01-06 07:02:58
53903,24745,741,view,2024-01-06 07:06:01
45177,19601,764,view,2024-01-06 07:13:41
45178,19601,764,add_to_cart,2024-01-06 07:19:14
40472,16857,1246,view,2024-01-06 07:26:02
44735,19335,1163,view,2024-01-06 07:30:16
58830,27600,342,view,2024-01-06 09:27:52
49582,22201,1984,view,2024-01-06 09:28:37
49583,22201,1984,add_to_cart,2024-01-06 09:35:25
49584,22201,1984,checkout,2024-01-06 09:43:52
41701,17568,209,view,2024-01-06 10:01:22
55509,25664,910,view,2024-01-06 10:02:16
55510,25664,910,add_to_cart,2024-01-06 10:04:13
41702,17568,209,add_to_cart,2024-01-06 10:09:12
43419,18561,1811,view,2024-01-06 10:10:38
39402,16248,1393,view,2024-01-06 10:11:09
43420,18561,1811,add_to_cart,2024-01-06 10:11:58
39403,16248,1393,add_to_cart,2024-01-06 10:18:33
59075,27735,1012,view,2024-01-06 11:33:39
59076,27735,1012,add_to_cart,2024-01-06 11:36:29
36197,14403,1677,view,2024-01-06 12:46:04
36198,14403,1677,add_to_cart,2024-01-06 12:46:52
32639,12347,1273,view,2024-01-06 12:52:05
36199,14403,1677,checkout,2024-01-06 12:53:31
32640,12347,1273,add_to_cart,2024-01-06 13:01:54
32641,12347,1273,checkout,2024-01-06 13:05:45
41846,17648,1798,view,2024-01-06 13:30:23
39961,16577,1163,view,2024-01-06 14:01:30
33437,12797,1972,view,2024-01-06 14:07:18
41559,17486,178,view,2024-01-06 14:52:12
33557,12868,307,view,2024-01-06 14:54:38
41560,17486,178,add_to_cart,2024-01-06 14:57:26
41561,17486,178,checkout,2024-01-06 15:02:55
38891,15947,1965,view,2024-01-06 17:09:42
38892,15947,1965,add_to_cart,2024-01-06 17:12:16
38893,15947,1965,checkout,2024-01-06 17:14:12
42018,17744,1860,view,2024-01-06 17:18:15
42019,17744,1860,add_to_cart,2024-01-06 17:22:17
47322,20884,680,view,2024-01-06 18:11:44
47323,20884,680,add_to_cart,2024-01-06 18:15:16
47324,20884,680,checkout,2024-01-06 18:24:37
39534,16323,1298,view,2024-01-06 18:29:36
39535,16323,1298,add_to_cart,2024-01-06 18:37:12
37864,15363,1269,view,2024-01-06 18:43:59
37865,15363,1269,add_to_cart,2024-01-06 18:49:59
46555,20427,1286,view,2024-01-06 19:27:06
37931,15396,959,view,2024-01-06 19:32:38
34505,13416,671,view,2024-01-06 20:04:47
34506,13416,671,add_to_cart,2024-01-06 20:06:32
57226,26691,645,view,2024-01-06 21:42:44
43043,18337,1245,view,2024-01-06 22:32:05
40321,16769,1610,view,2024-01-06 23:27:50
56867,26483,1417,view,2024-01-06 23:41:06
52523,23943,1824,view,2024-01-06 23:47:07
46310,20284,189,view,2024-01-06 23:47:48
46311,20284,189,add_to_cart,2024-01-06 23:50:53
52524,23943,1824,add_to_cart,2024-01-06 23:56:46
52525,23943,1824,checkout,2024-01-07 00:02:57
32681,12370,376,view,2024-01-07 00:43:09
32682,12370,376,add_to_cart,2024-01-07 00:46:48
32683,12370,376,checkout,2024-01-07 00:52:54
53610,24579,376,view,2024-01-07 01:22:51
54683,25194,348,view,2024-01-07 01:38:51
49071,21908,88,view,2024-01-07 01:57:44
48006,21270,551,view,2024-01-07 02:28:59
48007,21270,551,add_to_cart,2024-01-07 02:30:19
54239,24944,227,view,2024-01-07 02:34:16
54240,24944,227,add_to_cart,2024-01-07 02:37:27
48008,21270,551,checkout,2024-01-07 02:38:51
42417,17984,1277,view,2024-01-07 03:59:25
42418,17984,1277,add_to_cart,2024-01-07 04:05:10
46333,20296,1803,view,2024-01-07 04:33:39
39099,16071,1455,view,2024-01-07 04:49:04
39100,16071,1455,add_to_cart,2024-01-07 04:51:29
53943,24765,24,view,2024-01-07 05:52:42
53944,24765,24,add_to_cart,2024-01-07 05:54:35
40449,16843,1984,view,2024-01-07 06:21:01
40450,16843,1984,add_to_cart,2024-01-07 06:30:45
40451,16843,1984,checkout,2024-01-07 06:37:10
47617,21056,1319,view,2024-01-07 07:07:32
47618,21056,1319,add_to_cart,2024-01-07 07:11:20
48050,21294,1830,view,2024-01-07 07:47:14
48051,21294,1830,add_to_cart,2024-01-07 07:54:23
46948,20658,1968,view,2024-01-07 10:00:17
45053,19528,1782,view,2024-01-07 10:52:32
37364,15073,313,view,2024-01-07 11:52:41
37365,15073,313,add_to_cart,2024-01-07 12:01:25
37366,15073,313,checkout,2024-01-07 12:06:41
45988,20097,342,view,2024-01-07 12:13:12
45989,20097,342,add_to_cart,2024-01-07 12:16:18
47479,20974,541,view,2024-01-07 12:49:45
47480,20974,541,add_to_cart,2024-01-07 12:51:21
37812,15336,175,view,2024-01-07 13:18:52
37813,15336,175,add_to_cart,2024-01-07 13:20:22
51783,23503,1238,view,2024-01-07 13:33:08
51784,23503,1238,add_to_cart,2024-01-07 13:42:45
58038,27155,940,view,2024-01-07 14:02:07
39237,16150,560,view,2024-01-07 15:03:02
39238,16150,560,add_to_cart,2024-01-07 15:04:26
45055,19530,1495,view,2024-01-07 15:17:46
35263,13865,1151,view,2024-01-07 15:28:37
36164,14382,1999,view,2024-01-07 15:38:50
47769,21133,1529,view,2024-01-07 15:40:27
36165,14382,1999,add_to_cart,2024-01-07 15:42:26
47770,21133,1529,add_to_cart,2024-01-07 15:48:15
47771,21133,1529,checkout,2024-01-07 15:57:14
58998,27694,1925,view,2024-01-07 17:50:09
58999,27694,1925,add_to_cart,2024-01-07 17:52:54
59000,27694,1925,checkout,2024-01-07 17:56:35
55332,25572,1180,view,2024-01-07 18:55:10
55333,25572,1180,add_to_cart,2024-01-07 19:00:52
55334,25572,1180,checkout,2024-01-07 19:07:49
56517,26272,865,view,2024-01-07 20:04:21
46512,20399,1331,view,2024-01-07 20:12:54
54586,25143,1676,view,2024-01-07 20:28:02
54587,25143,1676,add_to_cart,2024-01-07 20:35:52
54588,25143,1676,checkout,2024-01-07 20:45:46
46544,20419,535,view,2024-01-07 21:45:00
46545,20419,535,add_to_cart,2024-01-07 21:52:51
46546,20419,535,checkout,2024-01-07 21:53:31
48427,21519,315,view,2024-01-07 22:04:36
48428,21519,315,add_to_cart,2024-01-07 22:09:04
57615,26920,182,view,2024-01-08 00:46:56
44781,19360,40,view,2024-01-08 01:34:44
34377,13348,629,view,2024-01-08 01:44:43
34378,13348,629,add_to_cart,2024-01-08 01:52:43
